Household_Size,Seasonal_Index,Garden_Area,Income_Level,Bathrooms,Appliances_Count,Rainfall,Temperature,Water_Price_Index,Daily_Liters_Used
4.0,1.56,136.0,45163.0,2.0,10.0,,15.35,0.74,801.0
1.0,1.53,85.0,23491.0,4.0,5.0,50.23,28.6,0.72,665.0
7.0,1.03,60.0,89202.0,2.0,18.0,102.7,13.67,2.44,803.0
4.0,1.13,122.0,71137.0,4.0,20.0,132.29,37.52,1.44,830.0
4.0,1.53,121.0,82712.0,3.0,20.0,116.48,34.96,2.21,925.0
2.0,1.31,120.0,49475.0,2.0,6.0,43.26,13.96,1.19,592.0
1.0,0.98,62.0,98863.0,4.0,12.0,110.83,34.18,0.74,502.0
2.0,1.18,107.0,92227.0,1.0,21.0,149.65,16.61,0.86,352.0
4.0,1.02,81.0,124135.0,1.0,12.0,128.04,28.04,1.13,570.0
1.0,0.98,97.0,144069.0,1.0,5.0,197.87,26.3,2.01,73.0
7.0,1.21,37.0,24137.0,1.0,20.0,2.52,10.24,0.97,984.0
1.0,1.49,24.0,131776.0,4.0,8.0,102.91,39.98,1.62,517.0
7.0,0.99,21.0,77174.0,4.0,22.0,192.33,35.02,2.36,680.0
4.0,1.4,134.0,120485.0,2.0,20.0,114.97,20.77,1.28,834.0
4.0,1.06,3.0,135260.0,3.0,9.0,86.93,18.16,2.45,459.0
5.0,0.73,120.0,58220.0,4.0,10.0,135.28,16.39,1.35,757.0
4.0,1.13,132.0,56132.0,3.0,23.0,19.69,12.21,2.22,1060.0
1.0,1.38,37.0,48742.0,3.0,20.0,89.67,12.8,2.09,328.0
4.0,0.87,64.0,53302.0,1.0,13.0,3.61,38.67,1.38,970.0
4.0,1.21,133.0,35630.0,1.0,5.0,116.47,24.39,1.43,798.0
3.0,1.52,30.0,80101.0,4.0,11.0,186.66,,1.1,371.0
4.0,1.27,99.0,82514.0,1.0,18.0,91.73,25.27,0.97,784.0
4.0,1.49,126.0,135233.0,4.0,9.0,67.71,11.49,1.11,814.0
3.0,1.31,128.0,62470.0,1.0,9.0,186.93,19.51,1.73,244.0
5.0,1.01,125.0,103111.0,2.0,18.0,171.58,14.68,0.63,626.0
,0.85,148.0,70494.0,1.0,23.0,58.32,12.34,0.99,
5.0,0.71,56.0,54765.0,2.0,24.0,44.98,38.91,0.84,1006.0
7.0,1.56,24.0,57196.0,1.0,20.0,11.34,15.24,1.09,1051.0
2.0,0.76,16.0,98683.0,3.0,5.0,161.2,15.71,1.0,
7.0,1.06,96.0,71028.0,3.0,21.0,21.65,21.84,1.96,1207.0
7.0,1.02,100.0,,3.0,6.0,155.46,13.82,1.59,703.0
3.0,1.03,47.0,88619.0,4.0,13.0,169.48,25.73,1.15,398.0
7.0,1.27,56.0,39023.0,1.0,10.0,59.71,16.19,1.37,884.0
5.0,1.58,21.0,121503.0,2.0,11.0,98.95,15.77,1.45,698.0
5.0,1.17,109.0,143745.0,4.0,12.0,128.74,24.11,1.04,782.0
2.0,1.17,135.0,142740.0,3.0,11.0,3.09,14.22,,836.0
6.0,1.42,112.0,62137.0,3.0,16.0,101.22,34.24,2.14,1051.0
7.0,1.1,98.0,43834.0,1.0,23.0,140.85,35.12,1.15,
7.0,0.95,115.0,97004.0,2.0,16.0,83.14,28.04,2.41,1028.0
2.0,1.17,110.0,92107.0,3.0,9.0,57.27,15.66,2.37,497.0
2.0,1.6,14.0,41473.0,1.0,17.0,25.37,27.16,1.01,687.0
2.0,0.96,80.0,55709.0,3.0,13.0,,11.7,1.02,496.0
,1.57,68.0,62771.0,2.0,23.0,26.71,21.58,2.11,1209.0
7.0,1.21,24.0,59449.0,1.0,16.0,68.31,16.77,,863.0
7.0,0.92,15.0,61950.0,3.0,24.0,71.17,38.5,2.38,1034.0
5.0,1.33,77.0,92201.0,1.0,19.0,72.71,11.95,1.91,767.0
2.0,1.44,127.0,34249.0,2.0,14.0,22.57,22.24,1.63,781.0
3.0,1.19,31.0,39585.0,2.0,5.0,130.24,10.03,2.05,158.0
3.0,1.32,5.0,62317.0,3.0,19.0,107.61,19.3,2.03,436.0
3.0,0.73,88.0,140654.0,1.0,20.0,173.5,20.62,1.98,356.0
6.0,,140.0,57011.0,4.0,21.0,118.08,39.92,1.49,
5.0,1.15,2.0,90219.0,1.0,16.0,35.48,38.98,0.53,
3.0,1.53,7.0,141225.0,4.0,15.0,140.34,15.42,0.93,
3.0,1.45,126.0,91558.0,3.0,13.0,143.84,13.2,1.97,459.0
7.0,1.58,35.0,65747.0,4.0,18.0,115.43,27.47,0.53,990.0
1.0,1.46,30.0,28997.0,4.0,7.0,13.18,32.95,,751.0
2.0,1.02,143.0,135066.0,3.0,15.0,134.44,37.84,0.57,769.0
4.0,0.77,21.0,106704.0,3.0,13.0,68.13,22.32,1.63,611.0
5.0,0.76,68.0,34678.0,1.0,12.0,182.56,19.54,1.29,395.0
4.0,0.76,89.0,72116.0,1.0,,58.3,10.4,1.32,528.0
5.0,1.44,10.0,45464.0,1.0,9.0,20.35,33.1,2.19,1040.0
6.0,1.35,103.0,118095.0,,7.0,,37.7,0.88,962.0
5.0,0.78,132.0,100409.0,1.0,13.0,42.93,12.02,1.84,
2.0,0.79,97.0,70210.0,3.0,18.0,188.99,17.69,1.65,252.0
5.0,1.23,88.0,28320.0,3.0,18.0,96.68,26.64,2.01,936.0
7.0,1.08,9.0,119993.0,2.0,19.0,161.59,12.18,2.3,390.0
1.0,1.29,95.0,29265.0,4.0,24.0,186.18,15.4,1.06,216.0
6.0,1.32,89.0,80241.0,3.0,17.0,100.45,18.04,1.05,880.0
7.0,1.41,,143076.0,1.0,15.0,110.97,17.22,1.72,
1.0,1.13,145.0,,3.0,12.0,94.09,23.03,1.91,557.0
4.0,0.82,12.0,23114.0,1.0,13.0,199.86,27.75,0.87,196.0
7.0,1.1,139.0,43777.0,1.0,14.0,103.49,30.31,0.67,1127.0
2.0,1.38,95.0,33515.0,4.0,12.0,187.82,16.9,,254.0
2.0,1.28,77.0,64264.0,1.0,24.0,52.21,21.76,1.34,823.0
7.0,1.31,39.0,93779.0,4.0,18.0,,36.73,1.3,875.0
3.0,1.5,145.0,35728.0,3.0,18.0,64.93,10.43,1.65,809.0
1.0,1.39,37.0,131527.0,1.0,,137.92,18.9,1.62,300.0
5.0,1.15,21.0,42504.0,2.0,16.0,131.87,32.5,0.54,728.0
1.0,0.96,64.0,33851.0,2.0,22.0,2.91,36.45,0.57,794.0
1.0,1.45,59.0,40659.0,2.0,7.0,16.53,25.86,1.73,624.0
6.0,1.1,138.0,41029.0,4.0,23.0,158.17,36.78,2.37,910.0
4.0,1.3,126.0,117871.0,1.0,9.0,106.09,21.1,0.74,776.0
4.0,1.17,128.0,127041.0,2.0,16.0,158.41,21.49,2.11,560.0
5.0,1.24,141.0,59041.0,2.0,12.0,62.81,37.34,1.93,1099.0
1.0,1.56,9.0,98840.0,4.0,8.0,174.76,24.45,1.89,136.0
3.0,1.52,92.0,93870.0,2.0,6.0,199.95,12.1,1.48,256.0
7.0,0.86,60.0,132660.0,1.0,21.0,52.46,29.42,2.14,1004.0
6.0,1.29,66.0,129636.0,1.0,10.0,164.84,31.36,2.06,655.0
3.0,0.72,7.0,20835.0,4.0,17.0,53.74,25.58,1.15,613.0
7.0,0.87,73.0,126514.0,3.0,22.0,14.1,32.33,2.06,1191.0
4.0,1.01,147.0,32632.0,2.0,12.0,83.09,22.03,1.42,915.0
5.0,1.01,3.0,42821.0,1.0,22.0,68.13,20.59,0.79,736.0
2.0,1.18,107.0,92227.0,1.0,21.0,149.65,16.61,0.86,352.0
5.0,1.54,82.0,35187.0,3.0,11.0,161.16,34.46,1.27,687.0
3.0,0.8,,25730.0,4.0,11.0,168.08,35.3,,468.0
2.0,0.81,140.0,144936.0,2.0,19.0,69.46,39.53,1.89,770.0
3.0,0.84,30.0,81078.0,1.0,5.0,9.29,22.49,1.38,641.0
1.0,1.44,48.0,141684.0,1.0,22.0,137.12,19.13,0.92,89.0
7.0,1.57,118.0,37065.0,2.0,5.0,78.48,39.84,1.24,1260.0
3.0,1.28,91.0,20178.0,4.0,13.0,144.59,18.24,1.9,451.0
1.0,0.86,16.0,31397.0,2.0,8.0,50.64,38.23,1.15,510.0
3.0,0.71,40.0,53896.0,1.0,13.0,113.26,13.7,1.38,275.0
6.0,1.32,25.0,103308.0,1.0,7.0,49.39,36.76,1.25,1017.0
4.0,1.01,58.0,119287.0,2.0,9.0,32.62,38.09,1.67,983.0
1.0,1.42,,34380.0,3.0,,139.53,11.79,,243.0
5.0,1.37,17.0,142017.0,4.0,13.0,57.51,34.63,2.22,967.0
7.0,0.8,104.0,89453.0,3.0,11.0,144.26,19.15,2.16,744.0
5.0,1.02,56.0,105382.0,4.0,8.0,186.85,30.03,1.01,600.0
4.0,1.49,106.0,58737.0,2.0,17.0,0.57,32.28,1.08,1122.0
1.0,1.41,97.0,125364.0,4.0,13.0,155.6,26.85,1.77,407.0
5.0,1.26,28.0,79164.0,3.0,12.0,70.18,19.0,2.08,691.0
1.0,0.85,117.0,94694.0,2.0,13.0,98.28,33.1,2.13,464.0
3.0,1.18,96.0,47777.0,3.0,11.0,80.93,22.88,2.28,632.0
7.0,0.75,15.0,60056.0,3.0,6.0,167.84,12.85,1.43,411.0
3.0,,9.0,130179.0,1.0,15.0,98.0,39.91,1.67,625.0
1.0,1.17,118.0,36576.0,2.0,24.0,68.14,23.39,1.83,
3.0,1.11,97.0,106006.0,4.0,7.0,49.97,31.65,2.14,763.0
,1.56,1.0,145865.0,2.0,23.0,28.82,20.59,2.07,1061.0
4.0,0.72,43.0,20755.0,1.0,20.0,91.66,20.69,0.7,602.0
6.0,1.08,75.0,28521.0,1.0,15.0,21.66,26.58,1.16,989.0
4.0,1.06,84.0,101417.0,2.0,8.0,182.69,39.07,,528.0
5.0,1.53,69.0,126937.0,4.0,18.0,6.73,28.99,2.27,1074.0
7.0,1.58,,77388.0,2.0,5.0,197.29,29.01,0.63,890.0
6.0,1.22,78.0,123869.0,4.0,17.0,104.71,16.6,1.96,751.0
5.0,0.9,98.0,45279.0,2.0,16.0,25.52,39.06,1.4,1221.0
2.0,0.75,135.0,141635.0,2.0,24.0,185.31,27.94,2.01,422.0
5.0,1.32,69.0,103286.0,1.0,6.0,126.11,14.73,2.27,422.0
2.0,,22.0,133755.0,1.0,15.0,185.9,30.66,0.64,123.0
1.0,1.17,47.0,100639.0,4.0,12.0,61.95,11.57,1.98,748.0
3.0,1.19,110.0,66994.0,4.0,8.0,151.8,30.16,1.53,625.0
3.0,0.98,32.0,127803.0,2.0,12.0,165.36,21.01,1.54,132.0
7.0,1.17,34.0,125603.0,2.0,22.0,108.71,29.31,0.85,933.0
4.0,1.42,63.0,31283.0,4.0,22.0,109.9,39.99,1.82,870.0
1.0,1.03,21.0,68517.0,3.0,17.0,159.37,22.48,2.2,84.0
4.0,,64.0,78531.0,2.0,20.0,111.97,24.64,2.12,576.0
4.0,1.56,56.0,,4.0,20.0,87.43,14.26,1.09,599.0
4.0,1.29,17.0,142006.0,2.0,6.0,107.02,10.96,1.28,351.0
5.0,1.32,,80282.0,4.0,15.0,98.62,14.61,1.72,692.0
4.0,0.97,111.0,51315.0,2.0,16.0,91.92,37.99,1.88,866.0
5.0,0.89,47.0,140406.0,,16.0,24.98,37.45,0.88,1175.0
2.0,1.3,91.0,111717.0,2.0,11.0,93.52,21.06,1.93,484.0
4.0,1.21,57.0,63254.0,1.0,13.0,179.62,24.7,1.37,308.0
1.0,1.28,109.0,126091.0,4.0,5.0,55.4,15.21,2.45,490.0
7.0,1.19,121.0,67766.0,3.0,19.0,,30.61,2.06,946.0
7.0,1.22,79.0,138069.0,3.0,9.0,170.8,29.35,1.74,720.0
6.0,1.33,49.0,108150.0,2.0,16.0,121.07,36.73,1.63,754.0
5.0,0.89,47.0,140406.0,,16.0,24.98,37.45,0.88,1175.0
3.0,0.81,144.0,60025.0,2.0,16.0,26.35,12.8,2.42,834.0
3.0,0.71,49.0,129968.0,4.0,9.0,27.05,37.65,1.8,877.0
6.0,,144.0,20515.0,3.0,16.0,157.95,29.27,0.74,952.0
4.0,1.48,17.0,136932.0,1.0,16.0,41.24,29.46,1.09,
6.0,0.96,,55853.0,2.0,23.0,137.31,28.2,0.93,636.0
3.0,1.46,36.0,66040.0,1.0,20.0,52.01,31.79,0.55,681.0
4.0,1.22,69.0,131001.0,3.0,19.0,138.77,30.04,1.24,692.0
2.0,1.06,,118264.0,2.0,5.0,146.08,,0.73,332.0
1.0,1.07,75.0,100356.0,2.0,,184.59,22.52,2.41,63.0
3.0,1.13,0.0,56824.0,1.0,9.0,137.09,14.53,1.19,255.0
2.0,0.92,138.0,129417.0,1.0,10.0,2.49,21.1,2.0,882.0
6.0,1.5,129.0,47829.0,2.0,9.0,31.62,26.15,2.0,1208.0
4.0,1.23,57.0,41650.0,2.0,6.0,161.3,31.88,2.15,413.0
3.0,1.52,142.0,92635.0,1.0,20.0,120.28,24.12,0.61,661.0
1.0,1.53,,54924.0,3.0,6.0,94.22,34.09,2.3,577.0
6.0,0.93,84.0,89806.0,1.0,20.0,10.94,17.63,2.04,1088.0
7.0,1.37,79.0,65337.0,4.0,23.0,117.0,37.7,0.74,1147.0
3.0,0.84,12.0,128255.0,1.0,23.0,62.54,29.74,1.54,658.0
3.0,1.35,112.0,44918.0,2.0,18.0,147.4,22.97,1.57,534.0
6.0,1.09,5.0,96396.0,2.0,7.0,132.34,22.07,0.7,639.0
5.0,1.32,94.0,29824.0,3.0,22.0,185.97,17.58,0.76,553.0
3.0,0.89,53.0,129164.0,1.0,21.0,15.8,20.25,2.18,682.0
2.0,1.49,108.0,108646.0,1.0,8.0,40.42,34.24,1.05,814.0
1.0,1.09,119.0,108741.0,2.0,9.0,25.3,12.07,1.42,603.0
1.0,1.27,95.0,,2.0,18.0,138.37,22.4,2.01,260.0
,0.78,22.0,88876.0,1.0,23.0,1.31,10.76,2.39,429.0
4.0,0.97,137.0,47388.0,3.0,21.0,8.12,10.76,2.44,926.0
,0.93,80.0,20534.0,2.0,15.0,143.27,17.69,0.92,754.0
4.0,0.87,2.0,111647.0,4.0,22.0,106.85,11.67,1.54,444.0
7.0,1.55,16.0,83656.0,4.0,,15.84,23.44,1.25,1212.0
3.0,1.34,146.0,137925.0,1.0,5.0,100.97,22.99,1.56,726.0
7.0,0.89,103.0,46312.0,1.0,,139.65,19.08,1.62,761.0
2.0,0.97,81.0,133428.0,4.0,8.0,192.81,20.81,1.77,154.0
2.0,1.18,128.0,74675.0,3.0,23.0,158.14,33.9,1.75,544.0
5.0,1.0,76.0,114598.0,2.0,6.0,78.0,20.61,1.14,745.0
6.0,0.88,101.0,72982.0,,6.0,145.54,22.57,2.0,607.0
3.0,1.42,99.0,,2.0,20.0,67.8,38.47,1.78,991.0
6.0,0.94,39.0,82874.0,2.0,6.0,169.26,35.53,1.94,637.0
2.0,1.12,,26447.0,2.0,14.0,17.29,21.92,0.5,677.0
1.0,,82.0,145211.0,3.0,5.0,85.73,13.23,2.13,363.0
7.0,1.01,14.0,80942.0,2.0,7.0,15.9,27.04,2.37,983.0
5.0,1.35,60.0,62814.0,1.0,6.0,81.48,24.72,2.22,625.0
1.0,1.28,64.0,108370.0,3.0,23.0,11.13,12.57,1.35,653.0
3.0,1.09,134.0,,4.0,15.0,160.54,27.41,1.68,587.0
4.0,1.31,38.0,41045.0,3.0,17.0,167.78,30.61,,501.0
7.0,1.2,59.0,61139.0,2.0,21.0,56.3,15.99,1.14,1016.0
4.0,1.49,108.0,60644.0,2.0,23.0,95.9,11.18,2.48,589.0
7.0,0.98,125.0,143750.0,3.0,21.0,3.9,36.94,1.22,1378.0
5.0,1.44,74.0,73910.0,2.0,23.0,,32.76,0.74,1121.0
4.0,1.22,,43004.0,2.0,19.0,175.02,32.57,1.1,660.0
1.0,1.27,145.0,120435.0,2.0,15.0,198.91,15.42,1.22,227.0
5.0,0.97,86.0,31618.0,2.0,9.0,131.22,37.77,1.84,720.0
1.0,1.09,38.0,25586.0,3.0,8.0,48.18,33.05,0.56,674.0
5.0,0.88,2.0,54474.0,1.0,13.0,111.72,10.47,2.21,346.0
2.0,1.25,132.0,48091.0,4.0,24.0,104.55,21.89,0.59,761.0
1.0,1.05,18.0,43464.0,1.0,12.0,81.58,37.06,0.96,440.0
7.0,1.31,120.0,21375.0,3.0,21.0,101.29,17.32,2.28,973.0
4.0,1.01,25.0,27465.0,2.0,20.0,12.91,23.83,0.56,
7.0,1.16,144.0,54178.0,2.0,10.0,90.41,12.09,1.15,911.0
3.0,0.94,119.0,67204.0,4.0,5.0,129.15,25.34,1.03,
6.0,1.39,,104307.0,3.0,11.0,7.15,18.85,,1102.0
1.0,0.77,135.0,52355.0,2.0,12.0,168.39,24.66,2.22,
3.0,1.38,75.0,82699.0,2.0,18.0,50.65,16.24,2.24,595.0
4.0,0.89,130.0,131815.0,1.0,24.0,22.89,22.82,0.82,1112.0
5.0,1.32,58.0,51658.0,1.0,15.0,,,2.2,710.0
3.0,0.75,23.0,71628.0,2.0,22.0,15.04,19.57,2.1,637.0
7.0,0.77,75.0,56561.0,4.0,5.0,178.59,16.52,,601.0
6.0,0.73,52.0,89876.0,,13.0,167.71,28.09,1.16,591.0
3.0,1.01,62.0,65039.0,1.0,18.0,127.69,10.43,0.54,247.0
3.0,1.43,116.0,84926.0,4.0,14.0,141.86,10.36,0.86,622.0
2.0,1.09,82.0,61785.0,2.0,14.0,172.59,23.36,1.74,276.0
2.0,1.59,98.0,65689.0,2.0,12.0,106.3,21.07,2.37,541.0
3.0,1.38,58.0,26869.0,2.0,24.0,88.95,21.82,0.73,690.0
6.0,0.88,114.0,59725.0,1.0,17.0,66.62,33.48,1.19,1165.0
3.0,1.16,7.0,115833.0,3.0,7.0,165.69,32.65,2.0,285.0
2.0,0.77,127.0,69646.0,2.0,10.0,21.93,34.97,1.87,779.0
7.0,0.81,78.0,30681.0,3.0,12.0,147.92,10.6,2.08,646.0
,,24.0,33440.0,3.0,8.0,33.65,18.1,0.82,976.0
7.0,1.41,47.0,124234.0,2.0,23.0,195.47,29.25,1.3,571.0
2.0,0.74,67.0,75963.0,4.0,23.0,126.54,28.67,0.73,550.0
7.0,1.22,118.0,98812.0,2.0,6.0,181.57,36.25,2.11,828.0
5.0,0.72,89.0,111563.0,3.0,22.0,178.79,23.69,0.54,619.0
2.0,1.2,6.0,72949.0,2.0,20.0,138.19,12.48,2.17,210.0
3.0,1.19,,108844.0,1.0,16.0,62.66,25.14,2.07,553.0
3.0,0.73,88.0,140654.0,1.0,20.0,173.5,20.62,1.98,356.0
4.0,1.6,,51551.0,2.0,11.0,152.85,20.23,2.49,421.0
1.0,1.55,14.0,35366.0,2.0,12.0,18.85,11.89,0.72,379.0
3.0,1.48,71.0,114887.0,4.0,11.0,36.84,22.81,1.68,693.0
4.0,0.72,124.0,49670.0,3.0,13.0,180.66,28.54,2.42,428.0
6.0,1.36,58.0,78861.0,4.0,9.0,37.97,30.2,1.64,1071.0
7.0,1.13,65.0,114658.0,4.0,10.0,127.71,29.24,0.61,865.0
5.0,1.29,149.0,109862.0,2.0,5.0,93.76,35.81,1.36,1079.0
5.0,1.28,27.0,75192.0,,11.0,85.58,37.31,1.69,901.0
5.0,1.54,58.0,126300.0,2.0,18.0,163.17,36.2,0.81,621.0
1.0,1.58,149.0,60581.0,3.0,20.0,62.82,14.89,1.24,772.0
5.0,1.21,94.0,,1.0,16.0,143.02,27.07,1.39,713.0
2.0,0.97,3.0,146083.0,1.0,6.0,153.12,22.3,2.3,41.0
7.0,1.47,92.0,112990.0,4.0,9.0,84.94,11.29,0.6,962.0
3.0,1.59,114.0,51105.0,,11.0,199.22,14.11,2.08,
7.0,1.43,72.0,36932.0,3.0,15.0,58.48,19.82,1.9,
2.0,1.07,72.0,29111.0,3.0,8.0,111.75,31.22,0.68,543.0
7.0,0.99,121.0,105042.0,3.0,24.0,130.52,39.51,1.34,1064.0
6.0,1.37,46.0,127422.0,2.0,14.0,123.24,38.7,1.79,736.0
6.0,1.41,66.0,61798.0,2.0,12.0,105.46,20.63,1.82,711.0
6.0,0.9,3.0,129999.0,3.0,20.0,112.08,39.41,1.95,859.0
2.0,1.18,57.0,67662.0,2.0,15.0,195.73,22.88,2.05,48.0
3.0,1.59,46.0,,2.0,16.0,169.31,19.9,1.42,306.0
5.0,0.98,119.0,87087.0,2.0,11.0,18.66,24.6,0.63,1254.0
7.0,0.77,37.0,81868.0,2.0,18.0,71.63,34.68,0.58,1059.0
2.0,1.56,,88143.0,4.0,5.0,92.47,11.04,1.0,385.0
7.0,0.75,128.0,33161.0,1.0,7.0,110.92,30.67,0.82,905.0
7.0,0.86,135.0,100440.0,3.0,22.0,146.14,33.79,2.3,
2.0,1.26,47.0,25269.0,4.0,7.0,171.44,15.78,1.91,142.0
6.0,0.73,134.0,45363.0,2.0,14.0,42.71,36.47,1.42,1206.0
2.0,1.4,112.0,53324.0,2.0,6.0,199.78,32.43,0.93,342.0
7.0,0.9,40.0,50951.0,4.0,14.0,33.88,,1.73,893.0
5.0,1.59,81.0,34559.0,2.0,15.0,0.36,29.95,2.45,1170.0
2.0,0.91,121.0,99369.0,2.0,20.0,10.53,11.15,2.19,689.0
3.0,0.82,14.0,47856.0,1.0,10.0,182.75,17.43,0.95,60.0
2.0,1.13,61.0,69589.0,1.0,10.0,52.7,12.41,1.35,464.0
4.0,0.72,121.0,84148.0,2.0,11.0,29.38,20.07,1.11,883.0
4.0,0.92,86.0,112071.0,4.0,8.0,1.71,31.13,0.91,1100.0
2.0,1.34,1.0,43600.0,3.0,7.0,102.05,21.94,0.68,366.0
3.0,0.81,81.0,135259.0,4.0,21.0,18.47,27.81,0.76,935.0
1.0,1.57,68.0,25033.0,4.0,10.0,3.79,15.56,1.23,811.0
3.0,0.76,69.0,96368.0,2.0,8.0,25.51,10.51,2.42,505.0
5.0,1.49,143.0,81607.0,3.0,5.0,186.22,,1.98,686.0
3.0,1.42,131.0,80758.0,1.0,7.0,63.67,24.71,0.61,697.0
5.0,1.1,2.0,115865.0,2.0,15.0,174.88,37.49,1.9,433.0
2.0,1.22,7.0,137409.0,1.0,15.0,1.65,19.13,1.35,570.0
6.0,1.32,81.0,79251.0,2.0,21.0,112.84,10.62,1.58,673.0
3.0,1.11,74.0,20066.0,1.0,21.0,160.95,13.2,1.49,220.0
3.0,1.38,76.0,70017.0,,9.0,84.18,10.75,2.41,430.0
7.0,0.88,104.0,21552.0,2.0,13.0,176.33,22.44,1.79,637.0
1.0,0.75,53.0,90740.0,4.0,24.0,22.1,38.49,2.28,864.0
4.0,1.17,131.0,50480.0,4.0,15.0,151.55,14.42,2.02,618.0
5.0,1.06,86.0,43889.0,4.0,5.0,104.75,14.23,2.28,653.0
2.0,1.29,55.0,59867.0,2.0,11.0,141.18,25.83,1.5,259.0
2.0,0.97,143.0,68821.0,2.0,14.0,84.79,29.34,,581.0
,0.97,127.0,25499.0,1.0,17.0,151.89,16.37,2.21,287.0
5.0,0.73,142.0,144237.0,3.0,17.0,7.41,15.76,1.64,1183.0
2.0,1.5,99.0,88689.0,1.0,5.0,134.5,14.36,1.4,252.0
6.0,1.08,114.0,40977.0,,21.0,78.9,15.81,1.48,918.0
1.0,1.22,,81075.0,2.0,19.0,23.67,25.96,2.15,744.0
4.0,1.25,132.0,101720.0,1.0,17.0,82.23,33.75,0.7,934.0
2.0,1.38,131.0,43345.0,1.0,21.0,,23.83,1.77,253.0
1.0,0.89,22.0,147949.0,3.0,15.0,36.13,15.63,1.63,458.0
,0.8,38.0,44648.0,3.0,16.0,69.07,39.14,1.14,1078.0
5.0,0.76,88.0,102936.0,1.0,16.0,22.53,11.79,1.77,795.0
7.0,,45.0,120675.0,1.0,11.0,24.53,20.99,1.58,964.0
4.0,1.12,12.0,24823.0,4.0,17.0,185.44,28.41,0.66,366.0
1.0,1.38,112.0,120997.0,2.0,20.0,132.38,18.27,1.77,455.0
6.0,1.16,118.0,121613.0,2.0,13.0,31.63,10.67,1.12,1004.0
3.0,1.54,42.0,68867.0,1.0,7.0,111.39,29.83,1.23,589.0
1.0,1.38,73.0,,3.0,13.0,121.59,11.96,2.28,375.0
3.0,0.74,136.0,52567.0,2.0,5.0,164.22,17.69,,386.0
,1.29,12.0,55398.0,1.0,17.0,27.58,34.76,2.35,1000.0
7.0,1.47,92.0,79342.0,1.0,21.0,98.61,27.79,1.94,1041.0
1.0,0.89,86.0,86708.0,3.0,8.0,182.83,14.29,0.53,80.0
3.0,1.02,137.0,80289.0,4.0,16.0,8.36,17.62,0.68,1030.0
4.0,1.34,95.0,71660.0,2.0,24.0,9.56,17.58,0.79,1025.0
1.0,1.17,89.0,61505.0,2.0,22.0,64.85,28.49,2.5,668.0
3.0,1.19,70.0,87598.0,1.0,15.0,8.19,37.74,1.1,926.0
7.0,1.06,43.0,143800.0,3.0,,78.15,29.28,2.35,861.0
7.0,1.3,78.0,146218.0,4.0,19.0,159.39,24.46,0.89,863.0
7.0,1.19,78.0,109156.0,4.0,16.0,89.43,,1.7,1033.0
1.0,0.76,100.0,123537.0,4.0,9.0,81.33,34.37,1.71,646.0
1.0,1.01,115.0,39222.0,4.0,22.0,73.62,15.53,1.7,607.0
2.0,1.36,31.0,80430.0,4.0,11.0,86.69,26.79,2.28,502.0
5.0,1.42,26.0,,3.0,17.0,47.31,15.79,0.73,864.0
1.0,1.56,145.0,108657.0,2.0,17.0,128.78,12.44,1.55,380.0
,1.11,10.0,105703.0,3.0,20.0,89.6,10.1,1.32,773.0
4.0,1.33,19.0,92778.0,2.0,18.0,78.51,29.98,0.93,771.0
6.0,0.87,71.0,76633.0,1.0,17.0,88.8,39.12,0.65,1042.0
1.0,1.26,20.0,64130.0,4.0,8.0,,22.26,1.51,34.0
4.0,0.8,138.0,68639.0,4.0,24.0,69.09,32.4,1.43,1061.0
4.0,1.03,62.0,66501.0,4.0,20.0,129.08,34.19,,816.0
3.0,1.06,95.0,21515.0,3.0,10.0,187.61,,0.93,588.0
5.0,1.14,49.0,50077.0,2.0,5.0,137.94,38.42,1.27,624.0
1.0,1.26,48.0,147394.0,1.0,24.0,57.36,,1.95,358.0
3.0,1.01,33.0,76652.0,1.0,,29.11,28.71,2.18,683.0
4.0,1.47,89.0,115414.0,2.0,22.0,140.59,10.71,1.03,545.0
6.0,0.76,123.0,107453.0,4.0,15.0,104.54,30.04,0.72,907.0
7.0,0.95,18.0,40045.0,1.0,19.0,100.07,15.52,1.97,664.0
1.0,1.4,51.0,147536.0,3.0,23.0,158.24,12.16,0.89,194.0
2.0,1.24,79.0,103981.0,1.0,7.0,,36.55,1.23,427.0
2.0,1.08,92.0,136278.0,1.0,13.0,169.14,10.24,2.06,202.0
2.0,1.38,82.0,135267.0,4.0,23.0,107.92,32.19,0.57,744.0
1.0,1.44,75.0,,2.0,9.0,194.94,38.51,0.64,248.0
5.0,0.95,149.0,78754.0,3.0,17.0,30.77,23.11,1.3,1115.0
7.0,1.36,36.0,124186.0,1.0,17.0,193.91,25.6,,364.0
4.0,1.3,138.0,20798.0,1.0,17.0,90.88,39.83,1.7,966.0
6.0,0.82,65.0,124450.0,2.0,8.0,44.76,23.17,1.91,768.0
5.0,1.5,137.0,61081.0,2.0,14.0,133.85,10.51,0.92,634.0
4.0,1.5,67.0,37400.0,1.0,5.0,136.78,29.99,1.94,529.0
1.0,0.79,76.0,53139.0,2.0,24.0,68.09,38.6,1.92,728.0
1.0,1.46,65.0,69156.0,2.0,16.0,103.93,38.67,1.07,521.0
6.0,0.93,106.0,,4.0,24.0,115.42,27.01,2.19,974.0
1.0,0.91,103.0,28446.0,3.0,15.0,42.09,14.88,1.84,442.0
